user_id,persona_type,assigned_group,manual_perk,total_spend_manual,num_trips_manual,conversion_rate_manual,RFM_score_manual,browsing_rate_manual,business_rate_manual,cluster,segment_name,ml_perk,total_spend_ml,num_trips_ml,conversion_rate_ml,RFM_score_ml,browsing_rate_ml,business_rate_ml
527158,Group,Hotel & Business Focused Travelers,free hotel meal,2643.38,2.0,0.5,2.0,0.5,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2643.38,2.0,0.5,2.0,0.5,0.0
527187,Family,High-Intent Browsers & Spenders,no cancellation fees,3218.42,3.0,0.3333333333333333,5.0,0.6666666666666666,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,3218.42,3.0,0.3333333333333333,5.0,0.6666666666666666,0.3333333333333333
527197,Solo,High-Intent Browsers & Spenders,no cancellation fees,14421.5,3.0,0.375,7.0,0.625,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,14421.5,3.0,0.375,7.0,0.625,0.0
527219,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2074.02,1.0,0.125,2.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,2074.02,1.0,0.125,2.0,0.875,0.0
527232,Solo,High-Intent Browsers & Spenders,no cancellation fees,1005.8599999999998,2.0,0.25,1.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,1005.86,2.0,0.25,1.0,0.75,0.5
527253,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6903.96,6.0,0.75,9.0,0.25,0.5,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6903.96,6.0,0.75,9.0,0.25,0.5
527280,Solo,Hotel & Business Focused Travelers,free hotel meal,2040.6,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2040.6,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0
527321,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,340.0,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,340.0,1.0,0.125,1.0,0.875,0.0
527326,Group,Hotel & Business Focused Travelers,free hotel meal,3398.048,3.0,0.3333333333333333,5.0,0.6666666666666666,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,3398.048,3.0,0.3333333333333333,5.0,0.6666666666666666,0.0
527344,Solo,Baseline Travelers,exclusive discounts,2419.94,2.0,0.2,3.0,0.8,0.0,4,Baseline Travelers,exclusive discounts,2419.94,2.0,0.2,3.0,0.8,0.0
527346,Group,Hotel & Business Focused Travelers,free hotel meal,6321.82,3.0,0.375,6.0,0.625,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6321.82,3.0,0.375,6.0,0.625,0.0
527354,Solo,Hotel & Business Focused Travelers,free hotel meal,7567.76,3.0,0.375,7.0,0.625,0.3333333333333333,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7567.76,3.0,0.375,7.0,0.625,0.3333333333333333
527359,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1334.72,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,1334.72,1.0,0.125,1.0,0.875,1.0
527365,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1176.96,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0,1,Hotel & Business Focused Travelers,free hotel meal,1176.96,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0
527389,Family,Baseline Travelers,exclusive discounts,696.0,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,696.0,2.0,0.25,1.0,0.75,0.0
527393,Solo,High-Intent Browsers & Spenders,no cancellation fees,2223.12,2.0,0.25,2.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2223.12,2.0,0.25,2.0,0.75,0.5
527396,Solo,Hotel & Business Focused Travelers,free hotel meal,5193.026,3.0,0.3333333333333333,7.0,0.6666666666666666,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,5193.026,3.0,0.3333333333333333,7.0,0.6666666666666666,0.3333333333333333
527401,Weekender,VIP High-Frequency Spenders,1 night free hotel plus flight,5920.846,4.0,0.75,7.0,0.25,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5920.846,4.0,0.75,7.0,0.25,0.0
527406,Solo,Baseline Travelers,exclusive discounts,5195.0599999999995,3.0,0.375,6.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,5195.0599999999995,3.0,0.375,6.0,0.625,0.0
527445,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
527451,Solo,High-Intent Browsers & Spenders,no cancellation fees,1447.63,3.0,0.375,3.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,1447.63,3.0,0.375,3.0,0.625,0.3333333333333333
527452,Group,Hotel & Business Focused Travelers,free hotel meal,4063.646,2.0,0.25,4.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,4063.646,2.0,0.25,4.0,0.75,0.5
527455,Solo,Hotel & Business Focused Travelers,free hotel meal,1308.2,1.0,0.375,1.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,1308.2,1.0,0.375,1.0,0.625,0.0
527464,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6418.04,6.0,0.6666666666666666,9.0,0.3333333333333333,0.1666666666666666,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6418.04,6.0,0.6666666666666666,9.0,0.3333333333333333,0.1666666666666666
527467,Solo,Baseline Travelers,exclusive discounts,1266.92,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1266.92,2.0,0.25,1.0,0.75,0.0
527470,Family,Hotel & Business Focused Travelers,free hotel meal,3076.88,2.0,0.25,3.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,3076.88,2.0,0.25,3.0,0.75,0.0
527490,Family,High-Intent Browsers & Spenders,no cancellation fees,4517.508,3.0,0.375,6.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,4517.508,3.0,0.375,6.0,0.625,0.6666666666666666
527507,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,7612.72,4.0,0.5,8.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7612.72,4.0,0.5,8.0,0.5,0.0
527508,Solo,Hotel & Business Focused Travelers,free hotel meal,3800.46,3.0,0.375,5.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,3800.46,3.0,0.375,5.0,0.625,0.0
527518,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2215.3599999999997,1.0,0.125,2.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,2215.3599999999997,1.0,0.125,2.0,0.875,1.0
527524,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,3792.0,1.0,0.125,4.0,0.875,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,3792.0,1.0,0.125,4.0,0.875,0.0
527536,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,340.0,1.0,0.125,1.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,340.0,1.0,0.125,1.0,0.875,0.0
527541,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,550.0,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0,1,Hotel & Business Focused Travelers,free hotel meal,550.0,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0
527552,Family,Group & Family Travelers / Heavy Baggage,free checked bags,700.0,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0,4,Baseline Travelers,exclusive discounts,700.0,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0
527560,Family,Baseline Travelers,exclusive discounts,1318.0,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1318.0,2.0,0.25,2.0,0.75,0.0
527564,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,6379.96,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6379.96,4.0,0.5,8.0,0.5,0.25
527585,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,6506.179,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6506.179,4.0,0.5,8.0,0.5,0.25
527605,Solo,High-Intent Browsers & Spenders,no cancellation fees,3500.864,3.0,0.375,5.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,3500.864,3.0,0.375,5.0,0.625,0.3333333333333333
527689,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2000.7,1.0,0.125,3.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,2000.7,1.0,0.125,3.0,0.875,0.0
527690,Solo,Baseline Travelers,exclusive discounts,4862.4400000000005,4.0,0.5,7.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4862.4400000000005,4.0,0.5,7.0,0.5,0.25
527726,Family,Baseline Travelers,exclusive discounts,1891.076,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1891.076,2.0,0.25,1.0,0.75,0.0
527735,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2019.06,1.0,0.125,2.0,0.875,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2019.06,1.0,0.125,2.0,0.875,0.0
527750,Family,High-Intent Browsers & Spenders,no cancellation fees,5880.0,2.0,0.25,5.0,0.75,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5880.0,2.0,0.25,5.0,0.75,0.0
527782,Family,Baseline Travelers,exclusive discounts,3436.62,3.0,0.625,5.0,0.375,0.0,4,Baseline Travelers,exclusive discounts,3436.62,3.0,0.625,5.0,0.375,0.0
527783,Solo,High-Intent Browsers & Spenders,no cancellation fees,2853.74,2.0,0.25,3.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2853.74,2.0,0.25,3.0,0.75,0.5
527801,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
527824,Business,High-Intent Browsers & Spenders,no cancellation fees,4069.42,5.0,0.625,7.0,0.375,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4069.42,5.0,0.625,7.0,0.375,0.4
527850,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,9001.06,5.0,0.625,10.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9001.06,5.0,0.625,10.0,0.375,0.2
527857,Family,Group & Family Travelers / Heavy Baggage,free checked bags,5460.0,1.0,0.125,5.0,0.875,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5460.0,1.0,0.125,5.0,0.875,0.0
527886,Solo,Hotel & Business Focused Travelers,free hotel meal,4954.07,3.0,0.3,7.0,0.7,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,4954.07,3.0,0.3,7.0,0.7,0.3333333333333333
527928,Solo,Baseline Travelers,exclusive discounts,3033.3599999999997,2.0,0.25,3.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,3033.36,2.0,0.25,3.0,0.75,0.0
527944,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,6461.748,4.0,0.5,7.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6461.748,4.0,0.5,7.0,0.5,0.25
527945,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
527984,Group,Hotel & Business Focused Travelers,free hotel meal,4757.44,4.0,0.5,7.0,0.5,0.25,1,Hotel & Business Focused Travelers,free hotel meal,4757.44,4.0,0.5,7.0,0.5,0.25
527987,Family,Baseline Travelers,exclusive discounts,2061.6549999999997,4.0,0.4444444444444444,5.0,0.5555555555555556,0.25,4,Baseline Travelers,exclusive discounts,2061.6549999999997,4.0,0.4444444444444444,5.0,0.5555555555555556,0.25
527995,Family,Hotel & Business Focused Travelers,free hotel meal,2610.78,3.0,0.375,4.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2610.78,3.0,0.375,4.0,0.625,0.0
528020,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,6351.54,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6351.54,4.0,0.5,8.0,0.5,0.25
528028,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,9458.745,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9458.745,4.0,0.5,8.0,0.5,0.25
528046,Solo,Baseline Travelers,exclusive discounts,3212.401,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,3212.401,2.0,0.25,2.0,0.75,0.0
528061,Group,Hotel & Business Focused Travelers,free hotel meal,10314.920000000002,3.0,0.375,7.0,0.625,0.3333333333333333,0,VIP High-Frequency Spenders,1 night free hotel plus flight,10314.920000000002,3.0,0.375,7.0,0.625,0.3333333333333333
528098,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
528105,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,6224.08,4.0,0.5,7.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6224.08,4.0,0.5,7.0,0.5,0.25
528122,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,8905.602,5.0,0.625,9.0,0.375,0.4,0,VIP High-Frequency Spenders,1 night free hotel plus flight,8905.602,5.0,0.625,9.0,0.375,0.4
528137,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
528139,Family,Group & Family Travelers / Heavy Baggage,free checked bags,2808.0,1.0,0.125,3.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,2808.0,1.0,0.125,3.0,0.875,0.0
528158,Solo,High-Intent Browsers & Spenders,no cancellation fees,2286.85,3.0,0.375,7.0,0.625,0.3333333333333333,4,Baseline Travelers,exclusive discounts,2286.85,3.0,0.375,7.0,0.625,0.3333333333333333
528164,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,6672.38,6.0,0.75,8.0,0.25,0.3333333333333333,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6672.38,6.0,0.75,8.0,0.25,0.3333333333333333
528179,Family,High-Intent Browsers & Spenders,no cancellation fees,3975.0,2.0,0.25,4.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,3975.0,2.0,0.25,4.0,0.75,0.0
528186,Solo,Baseline Travelers,exclusive discounts,3613.186,4.0,0.5,6.0,0.5,0.0,4,Baseline Travelers,exclusive discounts,3613.186,4.0,0.5,6.0,0.5,0.0
528193,Solo,High-Intent Browsers & Spenders,no cancellation fees,4949.84,3.0,0.375,6.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,4949.84,3.0,0.375,6.0,0.625,0.6666666666666666
528216,Family,High-Intent Browsers & Spenders,no cancellation fees,2628.29,3.0,0.375,4.0,0.625,0.6666666666666666,3,High-Intent Browsers & Spenders,no cancellation fees,2628.29,3.0,0.375,4.0,0.625,0.6666666666666666
528242,Family,High-Intent Browsers & Spenders,no cancellation fees,1428.1,3.0,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333,4,Baseline Travelers,exclusive discounts,1428.1,3.0,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333
528244,Solo,High-Intent Browsers & Spenders,no cancellation fees,2266.62,2.0,0.25,2.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,2266.62,2.0,0.25,2.0,0.75,0.5
528248,Solo,Hotel & Business Focused Travelers,free hotel meal,2259.34,3.0,0.375,4.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2259.34,3.0,0.375,4.0,0.625,0.0
528281,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,7508.485000000001,5.0,0.625,9.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7508.485000000001,5.0,0.625,9.0,0.375,0.2
528322,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,5953.96,4.0,0.5,8.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5953.96,4.0,0.5,8.0,0.5,0.0
528330,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1431.08,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,1431.08,1.0,0.125,1.0,0.875,1.0
528354,Family,Baseline Travelers,exclusive discounts,3218.18,3.0,0.375,5.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,3218.18,3.0,0.375,5.0,0.625,0.0
528372,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1881.0,1.0,0.125,2.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,1881.0,1.0,0.125,2.0,0.875,0.0
528378,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,1102.12,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,1102.12,1.0,0.125,1.0,0.875,1.0
528379,Family,Hotel & Business Focused Travelers,free hotel meal,2393.473,2.0,0.25,2.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2393.473,2.0,0.25,2.0,0.75,0.0
528411,Solo,Hotel & Business Focused Travelers,free hotel meal,1975.108,4.0,0.5,5.0,0.5,0.5,2,Group & Family Travelers / Heavy Baggage,free checked bags,1975.108,4.0,0.5,5.0,0.5,0.5
528413,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
528417,Solo,Baseline Travelers,exclusive discounts,2490.76,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,2490.76,2.0,0.25,2.0,0.75,0.0
528421,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,10879.563,7.0,0.875,12.0,0.125,0.1428571428571428,0,VIP High-Frequency Spenders,1 night free hotel plus flight,10879.563,7.0,0.875,12.0,0.125,0.1428571428571428
528455,Family,High-Intent Browsers & Spenders,no cancellation fees,6830.228,3.0,0.3333333333333333,7.0,0.6666666666666666,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,6830.228,3.0,0.3333333333333333,7.0,0.6666666666666666,0.3333333333333333
528461,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
528490,Weekender,VIP High-Frequency Spenders,1 night free hotel plus flight,6405.941,4.0,0.4444444444444444,7.0,0.5555555555555556,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6405.941,4.0,0.4444444444444444,7.0,0.5555555555555556,0.0
528500,Solo,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,0.0,4,Baseline Travelers,exclusive discounts,0.0,0.0,0.25,,0.75,
528522,Family,Hotel & Business Focused Travelers,free hotel meal,2392.24,2.0,0.25,3.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2392.24,2.0,0.25,3.0,0.75,0.0
528528,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,987.62,1.0,0.125,1.0,0.875,0.0,1,Hotel & Business Focused Travelers,free hotel meal,987.62,1.0,0.125,1.0,0.875,0.0
528542,Group,Hotel & Business Focused Travelers,free hotel meal,7251.36,3.0,0.375,7.0,0.625,0.0,1,Hotel & Business Focused Travelers,free hotel meal,7251.36,3.0,0.375,7.0,0.625,0.0
528567,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,7296.62,6.0,0.75,9.0,0.25,0.1666666666666666,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7296.62,6.0,0.75,9.0,0.25,0.1666666666666666
528580,Solo,Hotel & Business Focused Travelers,free hotel meal,5714.96,3.0,0.3333333333333333,6.0,0.6666666666666666,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,5714.96,3.0,0.3333333333333333,6.0,0.6666666666666666,0.3333333333333333
528612,Family,Baseline Travelers,exclusive discounts,1964.028,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1964.028,2.0,0.25,1.0,0.75,0.0
528657,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,6555.26,4.0,0.5,8.0,0.5,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,6555.26,4.0,0.5,8.0,0.5,0.0
528661,Solo,Baseline Travelers,exclusive discounts,1956.74,2.0,0.25,2.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1956.74,2.0,0.25,2.0,0.75,0.0
528683,Solo,High-Intent Browsers & Spenders,no cancellation fees,4341.26,2.0,0.2222222222222222,4.0,0.7777777777777778,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,4341.26,2.0,0.2222222222222222,4.0,0.7777777777777778,0.0
528688,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,2960.0,1.0,0.125,4.0,0.875,0.0,4,Baseline Travelers,exclusive discounts,2960.0,1.0,0.125,4.0,0.875,0.0
528690,Group,Hotel & Business Focused Travelers,free hotel meal,2840.0,3.0,0.3333333333333333,4.0,0.6666666666666666,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2840.0,3.0,0.3333333333333333,4.0,0.6666666666666666,0.0
528706,Solo,Hotel & Business Focused Travelers,free hotel meal,2217.026,2.0,0.25,1.0,0.75,0.5,2,Group & Family Travelers / Heavy Baggage,free checked bags,2217.026,2.0,0.25,1.0,0.75,0.5
528723,Group,VIP High-Frequency Spenders,1 night free hotel plus flight,7360.96,4.0,0.5,8.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,7360.96,4.0,0.5,8.0,0.5,0.25
528735,Family,Baseline Travelers,exclusive discounts,2478.08,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0,4,Baseline Travelers,exclusive discounts,2478.08,2.0,0.2222222222222222,2.0,0.7777777777777778,0.0
528743,Solo,High-Intent Browsers & Spenders,no cancellation fees,4049.76,2.0,0.5,3.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,4049.76,2.0,0.5,3.0,0.5,0.5
528744,Solo,High-Intent Browsers & Spenders,no cancellation fees,4863.75,4.0,0.5,7.0,0.5,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,4863.75,4.0,0.5,7.0,0.5,0.5
528777,Solo,High-Intent Browsers & Spenders,no cancellation fees,5218.05,4.0,0.5,8.0,0.5,0.0,1,Hotel & Business Focused Travelers,free hotel meal,5218.05,4.0,0.5,8.0,0.5,0.0
528816,Family,VIP High-Frequency Spenders,1 night free hotel plus flight,16731.38,5.0,0.625,9.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,16731.38,5.0,0.625,9.0,0.375,0.2
528826,Solo,Baseline Travelers,exclusive discounts,1577.18,2.0,0.25,1.0,0.75,0.0,4,Baseline Travelers,exclusive discounts,1577.18,2.0,0.25,1.0,0.75,0.0
528827,Family,Baseline Travelers,exclusive discounts,3076.2608333333337,4.0,0.5,6.0,0.5,0.0,4,Baseline Travelers,exclusive discounts,3076.2608333333337,4.0,0.5,6.0,0.5,0.0
528828,Business,VIP High-Frequency Spenders,1 night free hotel plus flight,5694.864,5.0,0.625,8.0,0.375,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,5694.864,5.0,0.625,8.0,0.375,0.0
528829,Solo,VIP High-Frequency Spenders,1 night free hotel plus flight,10002.48,4.0,0.5,9.0,0.5,0.25,0,VIP High-Frequency Spenders,1 night free hotel plus flight,10002.48,4.0,0.5,9.0,0.5,0.25
528839,Solo,Baseline Travelers,exclusive discounts,107.24,1.0,0.375,1.0,0.625,0.0,4,Baseline Travelers,exclusive discounts,107.24,1.0,0.375,1.0,0.625,0.0
528842,Solo,Baseline Travelers,exclusive discounts,4513.404,2.0,0.25,3.0,0.75,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,4513.404,2.0,0.25,3.0,0.75,0.0
528844,Solo,Hotel & Business Focused Travelers,free hotel meal,3336.6899999999996,2.0,0.2222222222222222,3.0,0.7777777777777778,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,3336.6899999999996,2.0,0.2222222222222222,3.0,0.7777777777777778,0.5
528906,Solo,Group & Family Travelers / Heavy Baggage,free checked bags,523.72,1.0,0.125,1.0,0.875,1.0,3,High-Intent Browsers & Spenders,no cancellation fees,523.72,1.0,0.125,1.0,0.875,1.0
528909,Solo,High-Intent Browsers & Spenders,no cancellation fees,17120.0,2.0,0.25,5.0,0.75,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,17120.0,2.0,0.25,5.0,0.75,0.0
528929,Family,High-Intent Browsers & Spenders,no cancellation fees,3216.08,2.0,0.25,3.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,3216.08,2.0,0.25,3.0,0.75,0.5
528930,Family,High-Intent Browsers & Spenders,no cancellation fees,1915.06,2.0,0.25,2.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,1915.06,2.0,0.25,2.0,0.75,0.5
528936,Family,Group & Family Travelers / Heavy Baggage,free checked bags,0.0,0.0,,,1.0,0.0,1,Hotel & Business Focused Travelers,free hotel meal,0.0,0.0,,,1.0,
528942,Family,Baseline Travelers,exclusive discounts,4159.253333333333,6.0,0.75,7.0,0.25,0.1666666666666666,0,VIP High-Frequency Spenders,1 night free hotel plus flight,4159.253333333333,6.0,0.75,7.0,0.25,0.1666666666666666
528953,Solo,High-Intent Browsers & Spenders,no cancellation fees,9823.12,3.0,0.625,7.0,0.375,0.0,0,VIP High-Frequency Spenders,1 night free hotel plus flight,9823.12,3.0,0.625,7.0,0.375,0.0
528965,Solo,High-Intent Browsers & Spenders,no cancellation fees,4196.34,2.0,0.25,4.0,0.75,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,4196.34,2.0,0.25,4.0,0.75,0.5
528967,Group,Hotel & Business Focused Travelers,free hotel meal,2978.528,3.0,0.375,5.0,0.625,0.0,2,Group & Family Travelers / Heavy Baggage,free checked bags,2978.528,3.0,0.375,5.0,0.625,0.0
528995,Solo,High-Intent Browsers & Spenders,no cancellation fees,5692.28,3.0,0.375,7.0,0.625,0.3333333333333333,1,Hotel & Business Focused Travelers,free hotel meal,5692.28,3.0,0.375,7.0,0.625,0.3333333333333333
528999,Solo,High-Intent Browsers & Spenders,no cancellation fees,4604.978,3.0,0.375,6.0,0.625,0.3333333333333333,3,High-Intent Browsers & Spenders,no cancellation fees,4604.978,3.0,0.375,6.0,0.625,0.3333333333333333
529019,Couple,VIP High-Frequency Spenders,1 night free hotel plus flight,13861.217,5.0,0.625,9.0,0.375,0.2,0,VIP High-Frequency Spenders,1 night free hotel plus flight,13861.217,5.0,0.625,9.0,0.375,0.2
529023,Family,High-Intent Browsers & Spenders,no cancellation fees,5243.34,2.0,0.2222222222222222,4.0,0.7777777777777778,0.5,3,High-Intent Browsers & Spenders,no cancellation fees,5243.34,2.0,0.2222222222222222,4.0,0.7777777777777778,0.5
529048,Family,Group & Family Travelers / Heavy Baggage,free checked bags,1488.92,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0,1,Hotel & Business Focused Travelers,free hotel meal,1488.92,1.0,0.1111111111111111,1.0,0.8888888888888888,0.0
